"a1","d","item"
3.00833903911326,-1.58076352512264,"koszula"
4.16435062515298,1.03923676752287,"kurtka"
3.45920030792052,0.148113495430409,"majtki"
2.50002286773066,-0.549409316342493,"pantofle.kapcie"
2.68969266918027,-1.5275622968879,"pasek"
2.71114987469459,0.598300611632763,"pieluszka.pampers"
3.31059442366232,-0.351483939400652,"piżama"
3.07076781275273,-0.854548162860194,"rajstopy.rajtuzy"
1.57773703553141,-0.787885063994941,"gęś"
3.19464540915238,-0.685682555892172,"rękawiczki"
3.56802932010998,0.883017114088991,"skarpetki"
3.80109700726022,0.695154361461469,"spodnie"
2.86634953579774,-1.30588644097955,"sukienka"
3.46794147706366,-1.3727052805064,"sweter"
3.35189353906047,-0.745944139812871,"szalik"
2.25684289023084,-1.83283440664602,"śliniaczek"
3.53659827093564,-0.727629177470721,"ubranie"
2.63061691760941,-0.518556329381051,"broda"
4.14363458791383,2.13789576706121,"brzuch"
1.91196288802825,-0.956280496197952,"gołąb"
3.32379386267634,1.72750305926628,"buzia"
2.84739771561227,-0.140667002868703,"czoło"
2.90262609449837,-1.32465586397169,"gardło"
4.23838448845633,1.9239618348759,"głowa"
3.40690519799147,-0.178926035714904,"język"
3.81203196037754,-0.275777659840135,"kolano"
2.60556140130394,-1.79091858544109,"krew"
2.5444533823189,-2.20347863068913,"łokieć"
3.91130941782569,2.27637164920811,"noga"
3.05840254254039,3.03922149854825,"nos"
2.1458873710562,-0.741425152299787,"jeż"
2.57033974513758,3.16080632352088,"oko"
3.79815393441451,0.89920625390654,"palec"
3.90818288642079,-1.27456884561107,"paznokcie.pazurki"
2.50547200298139,0.611478325539087,"pępek"
3.5946951635947,-0.447803714849417,"plecy"
3.20497127591021,-1.15832034232078,"policzek"
2.58367868165989,2.26137567588989,"pupa"
4.15806988576839,1.59211024534435,"ręka"
2.7434912278624,-1.53008318728129,"serce"
3.00873517387209,-2.40844434731826,"skóra"
1.04136028338718,2.8066103232874,"hau.hau"
1.93758513726187,0.977071624436814,"kaczka"
3.02129492187146,-0.423373968806598,"szyja"
3.18326040178874,2.10179349777024,"ucho"
4.00446504502565,1.68672871858594,"włosy"
3.90962382235432,0.783051199938368,"ząb"
2.23902472026905,-1.21030138398807,"balkon"
2.53101438174192,-1.03536658981389,"dach"
3.42552145390877,1.81101785378137,"drzwi"
3.53969827293419,-0.587447813625835,"dywan"
2.89570469857096,-1.59664083974943,"firanka.zasłona"
3.22519902313589,-0.467516023969427,"fotel"
1.74938848908839,-0.0863939819955108,"kogut"
2.85709149410161,-2.56791117501433,"korytarz.przedpokój"
3.01557011475915,-1.31055897728997,"kran"
3.75900040891677,0.56462553801583,"krzesło"
4.3029962020823,0.0336641692818395,"kuchnia"
3.98819549659539,-0.32790981435251,"lodówka"
4.06274267432122,-0.32687609916797,"łazienka"
4.19272195658465,0.890748917183879,"łóżko"
2.93995178131177,-0.354240280965337,"odkurzacz"
3.32798742434487,1.27388662158769,"okno"
4.34198607057297,-1.16384947799066,"podłoga"
2.06682590375436,1.54337268509208,"koń"
4.36714058990521,-0.0361527582501017,"pokój"
3.36286750794938,-2.44065883193708,"półka.regał"
3.72058359690211,-0.208776405078708,"pralka"
2.90590642549605,-1.65909293398334,"prysznic"
4.18419815481768,-0.341110144064708,"schody"
2.72458705036685,-1.82055979336463,"stołek"
4.33184602225426,0.816349504748588,"stół"
2.97740149236616,-2.35572115723994,"sufit"
4.05266203058826,-0.471998206243128,"szafa"
3.59913084869788,-2.17218360016175,"szuflada"
1.95503601625478,2.93875850393021,"kot"
4.03010325948388,-1.30459444452266,"ściana"
3.34980698518657,0.473623274208562,"telewizor"
2.4459297603996,-1.17396071995488,"ubikacja.ustęp"
3.03984425705488,-0.172153062038276,"wanna"
3.42116243293851,0.746987308163013,"wózek"
2.74695009649576,-1.23738567031506,"aparat.kamera"
3.24394511365982,0.968300856546308,"butelka"
2.97814556166631,-1.39746813025621,"czajnik"
3.07983648819515,-1.88144109581011,"deska"
3.78538764912181,-0.766816140363444,"garnek"
1.99634300322671,-0.317514335228817,"koza"
3.47480082070699,-1.21158348905658,"gazeta"
2.85578059631371,-1.24160953746538,"grzebień"
2.63209574866004,-2.2692452011018,"igła"
3.4104794973054,0.594796362528225,"klucz"
3.14637768072948,0.641857134781104,"koc.kołdra"
3.34716957839386,-1.60141206923809,"koszyk"
3.58504182690659,0.892150616461528,"kubek"
2.69818416526049,0.119863451110623,"lampa"
3.26430015736431,-1.40968432598309,"lekarstwa.tabletki"
3.98205683315868,-0.838406159556736,"lustro"
2.0655620994127,1.56249038566328,"krowa"
4.06878045644282,0.77006440659045,"łyżka"
2.32101453637134,-1.22874536023073,"miotła"
3.24382233213968,-0.285864897699225,"miska"
3.01764067303858,-1.47204508989995,"młotek"
3.59744989471956,0.105282340054995,"mydło"
2.51520951661137,-2.3101439850896,"nici"
2.96766102510027,0.459273200668793,"nocnik"
3.42806393603506,-0.893024210712871,"nożyczki"
2.77390930436466,-0.0162011131199863,"nóż"
3.570479665689,-1.94262955041754,"obraz"
2.34452619446382,-0.160012393191485,"królik"
3.35068873476301,0.311199186536495,"okulary"
3.32247495658217,-0.586670161879757,"pieniądze"
3.75672509197332,0.093417058398776,"poduszka"
4.50591904258912,-1.97805147168241,"pudełko"
2.63618692754815,-1.0920746030831,"radio"
4.27938447435256,-0.667907649089378,"ręcznik"
3.85164033602655,-2.52383375126241,"słoik"
3.37910684938786,-0.808603114820127,"syrop"
3.18413406547165,-0.325366471638438,"szczoteczka.do.zębów"
3.27005625480102,-1.06597033702835,"szczotka"
2.00722409194954,1.63442661905173,"kura"
3.45344905361869,-0.861509859791896,"szklanka"
3.4832193321333,-1.8941184876918,"szmata.ścierka"
3.55749512653802,-2.64399811524334,"sznurek"
3.31600507392414,0.187599827717434,"śmieci"
3.86836955671361,-0.232705238807487,"talerz"
2.61681970386272,1.23774028753602,"telefon.komórka"
3.03608455363968,-2.21158360221811,"termometr"
3.77183778015358,-0.914323697204766,"torebka"
4.02257008663682,-0.614403421019862,"widelec"
2.66055775224645,-2.09714212071386,"zapałki"
1.58379970890463,-1.43570763422396,"kurczątko"
3.7248381446501,-0.984265078958204,"zdjęcie.fotografia"
3.0325723055649,-0.190498811108258,"zegarek"
2.91318227720412,-1.66263274333896,"żelazko"
2.75684378685268,-1.31774651657949,"bałwan"
2.9444002541866,-0.810334101998558,"błoto"
2.91418201878382,-0.138983771856862,"burza"
3.52008694684436,-0.719248385768005,"chmura"
3.18141865812964,1.582331500366,"deszcz"
3.18486008132278,-1.87955559570405,"drabina"
3.35362102343644,-0.504013188255947,"droga"
2.11021798672576,0.285715435966837,"lew"
4.01016355206001,0.884803141578561,"drzewo"
2.98071073282819,-2.84731398771559,"gałąź"
3.4838254277437,-0.981289835917255,"gwiazda"
2.53771729983913,0.732235960979317,"huśtawka"
4.31510955626886,-0.247132375128505,"kamień"
3.25801565081102,-0.217239666281352,"kijek.patyk"
3.10955909275943,-0.669879166359545,"księżyc"
3.62117284851345,1.10336838807305,"kwiatek"
3.79298796989473,-0.314567399714213,"listek"
2.73952813082931,-1.62451049466397,"most"
0.935067699132197,2.04434107556077,"ko.ko.ko"
2.0159097530438,-0.40850756836056,"lis"
2.54666255665952,-2.57751942008497,"mróz"
3.19256860225066,-0.0378854613386447,"niebo"
2.67696162246554,-0.722091254781977,"ogień"
4.0599297466575,0.282495183020909,"piasek.piaskownica"
3.13813828081539,-1.63982999195336,"płot"
3.37360803925013,-1.6667027764723,"sanki"
3.83580035822414,0.501002910045185,"słońce"
3.43199036305105,-1.20364560869322,"śnieg"
4.30585643943019,0.217638334274206,"trawa"
3.35526954387993,-1.15868065197046,"ulica"
2.27726113209603,0.188932701775656,"małpa"
3.70516611630077,-0.746776976250979,"wiatr"
3.20022262852504,1.66294324078488,"woda_na_dworze"
3.34069044952931,-1.57727537559609,"ziemia"
2.62292290252654,-2.24362098966713,"apteka"
3.08531396885848,2.67279223745391,"dom"
2.11086400815696,-1.93338225748107,"góry"
2.97124294663752,-1.78943500165812,"imieniny.urodziny"
2.5086639670018,-0.708749707651474,"kościół"
2.44996700749602,-0.0721652073758433,"las"
2.6890628569235,-1.9779959604503,"miasto"
1.80428746451857,1.0484915920002,"miś.niedźwiedź"
2.33798389965552,-1.35607596341126,"morze"
2.45655268559072,0.427715701731018,"na.dwór.na.pole"
2.94213721731614,-1.38294498481718,"park.ogród"
2.49898896104021,-2.52455461552642,"poczta"
2.41719440657941,-0.997570995165002,"podwórko"
2.74584369996395,-0.0245856921510397,"praca"
2.7888775343878,-2.09699979871553,"rzeka"
3.60993856291193,0.886693994612725,"sklep"
3.08094250409914,0.578281920870064,"spacer"
2.98895167081701,-0.1743247148057,"szkoła.przedszkole"
2.75181738715599,-0.188247725959439,"motylek"
1.97732095911834,-1.14871819040195,"zoo"
1.93883673792166,4.3452611654492,"babcia"
1.76456024130146,-0.852298144987829,"brat"
3.22965358176652,-0.0037368189340654,"chłopiec"
2.16071355742889,2.3149495175779,"ciocia"
2.65120129758375,-1.7571464173294,"córeczka"
3.89238897641705,-0.2688442006325,"doktor.lekarz"
1.59170812373593,2.45449796080695,"dziadek.dziadzio"
1.39558215322123,1.8006080122299,"dzidzi.dzidziuś"
2.38714717998654,1.64908205395011,"dzieci"
2.66647653196378,-1.08075045287574,"mrówka"
3.10674725633261,0.386587938855298,"dziewczynka"
2.99184465168282,-2.35498157631974,"fryzjer"
3.18630872612371,-1.50757423202066,"goście"
1.58913055159011,-0.0174316359654056,"imię.zwierzątka"
3.31372819426637,-1.64568118870666,"kolega.koleżanka"
2.9867269019724,-2.47778615648894,"krasnoludek"
3.13616404801339,-1.62364938863138,"król.królewna"
2.52653918679934,-1.97936692365738,"ksiądz"
3.28608166975686,-1.47033782265418,"ludzie"
0.959014833210428,3.64314568884223,"mama.mamusia"
2.30775664392164,1.05887995885814,"mucha"
2.3943037332915,2.30304338654316,"pan"
2.55875268259413,1.76493641194836,"pani"
3.12713923528427,-1.73677360823565,"policjant"
2.08092597970289,-1.07193944296369,"siostra"
2.70846425566747,-1.41013376852003,"synek"
1.11010595528114,3.50844494299405,"tata.tatuś"
1.75041886010016,1.38974081933168,"własne.imię"
2.2689470771982,0.872030752206656,"wujek"
1.57159192147865,1.79143832213994,"cześć"
2.75291084195528,0.242252807111396,"dzień.dobry"
2.53009706581092,0.384640126782563,"myszka"
2.49219917661353,0.109417570830668,"do.widzenia"
2.73184505716737,-0.242775166142565,"dobranoc"
2.84540743774889,1.2618471099143,"dziękuję"
2.79786336792012,1.08127058225476,"proszę"
3.1626446829834,0.175006644819249,"przepraszam"
1.11325757900275,1.2444822839153,"halo"
1.18681016571681,3.76390747666745,"pa.pa."
1.56896237731001,3.11877809550749,"tak"
1.26195183636032,3.32804875556257,"nie"
3.24237064929747,-0.544452361170386,"śniadanie"
2.53854444759174,-0.617506731696237,"pająk"
3.28604779213506,0.0312984038117041,"obiad"
3.21419208652899,-1.00965892666195,"kolacja"
1.73853178776823,2.54417949804527,"siusiu.siku.sisi"
2.03207030933899,1.66799066819624,"kupka"
1.17809959973228,0.366236847033092,"kosi.kosi.łapci"
1.85261021003913,-0.338079434668507,"idzie.rak.nieborak"
1.29553893428179,-0.817832686325073,"sroczka.kaszkę.warzyła"
0.48034897500129,1.49125528300902,"be"
2.97891237333942,-1.50905886879747,"biały"
3.17031798128934,0.422428634437255,"brudny"
1.87371367934702,2.36342898360657,"pies"
3.03320386699366,-0.62262611867352,"brzydki"
0.792958768995607,-0.159787024897237,"cacy.cacany"
4.06840584640212,-0.1088438697612,"chory"
2.74871647286233,0.0785470308635931,"ciepły"
3.47013774332796,-1.12886874848125,"ciężki"
3.59328090977274,-2.11642801377008,"czarny"
3.18332551026787,-1.72254745903236,"czerwony"
3.7951902819623,-0.326137578425963,"czysty"
2.9611965816648,0.142611233219923,"dobry"
3.15321160125851,0.881685505830645,"duży"
2.25037037017036,-1.2929062559418,"pingwin"
3.5697881139505,-0.733625686700618,"głodny"
2.480755919062,-1.68655027199275,"głupi"
2.11518730597708,0.0785123832925571,"gorący"
3.0566487445857,-0.875141462562652,"kochany"
3.32512425182163,-0.398518813714606,"ładny"
3.20620308693551,0.441224798218138,"mały"
3.22037257765366,-2.49262554174508,"mądry"
3.43678394064459,-0.451837104191977,"mokry"
3.24389881582191,-0.559658714549971,".nie.grzeczny"
3.23878795790289,-1.35872329994945,"nowy"
1.15087001472383,1.39113388346158,"kwa.kwa"
2.35842899654192,0.673774098457054,"ptaszek"
3.38917315529692,-1.91414737279454,"otwarty"
3.02888486597401,-1.80922874812373,"piękny.śliczny"
2.54313733368387,-0.642959708051109,"pyszny"
2.4150339860829,-0.620352389731678,"śpiący"
3.47170320162205,-0.994405759100676,"umyty"
3.52018134955661,-1.58023824283908,"zamknięty"
4.21021854968532,-1.50781775098212,"zdrowy"
3.08348291959435,-1.41033649111767,"zepsuty"
2.82062135525252,0.0932325422926173,"zimny"
3.57631524433357,-1.51250440364435,"zmęczony"
2.69606634094511,-0.529303815807021,"robak"
2.48647929695179,-0.510946754455721,"boso.na.bosaka"
2.52972980620291,-0.611674917645266,"brzydko"
1.98036899956622,1.24798771768727,"cicho"
3.90552295827528,0.538483331953287,"ciemno"
3.3388429690709,0.168537320163395,"ciepło"
2.86689773119368,0.241297618226285,"dobrze"
3.81981151291226,-0.807929831905398,"głośno"
2.58744436806378,-0.309762813099628,"gorąco"
3.35754855167171,-0.643617746285403,"ładnie"
3.39232467800713,-1.32455817696072,"mocno"
2.57323406025096,1.25633452126685,"ryba_zwierzęta"
2.96608145982447,-0.058620423189554,"mokro"
3.52558327751506,-0.693222414248263,"prędko.szybko"
2.73532917061765,0.611168247700269,"zimno"
2.63113840116809,0.167508544184117,"bać.się"
4.02539953997136,0.971643255441689,"bawić.się"
2.2489735961333,-0.338184222221198,"bić"
4.24916447447318,-0.124363034779444,"biec.biegać"
2.42203276840857,0.368512649974914,"boleć"
4.00468617759544,-0.781791220145849,"budować"
2.25322987284823,-0.228126604709107,"być..jest."
2.40750185215804,0.293059201332841,"słoń"
3.02253608444632,-0.395433384729698,"całować"
2.46955257738723,-0.0411717018759374,"chcieć"
2.74700305300266,0.783214826384532,"chodzić..chodź."
2.52186144241948,-1.96284506382205,"ciąć"
3.52195305107811,-1.45286472344145,"cieszyć.się"
3.58922478216372,-0.913501423218299,"czekać"
3.38455220090297,-0.596162613182366,"czesać"
3.36544164038141,-1.90218591929046,"czyścić"
3.50139732266666,0.281649720342816,"czytać"
1.55688446094828,1.27832746341737,"dać"
1.93923914393778,-0.499605142946435,"sowa"
3.35383720721144,-0.735973374319568,"dmuchać"
3.80652236040952,-1.57086250330078,"dostać"
3.86007359442011,-2.04290549980073,"drapać"
3.27771898304489,0.315141249083046,"dzwonić"
3.09142048075787,-1.11264931641103,"gonić"
4.17941694459976,-0.831079983685952,"gotować"
3.42827381572569,-0.30472562876555,"grać"
3.79689299149523,-1.4186934353992,"gryźć"
2.44033024200697,0.635254434589431,"huśtać.bujać.się"
2.38383165060813,1.21452598854127,"iść.pójść"
2.7175808041934,-0.519948403807948,"ślimak"
2.95712789841718,0.627867108955533,"jechać.jeździć"
2.10115308982046,1.62513284385096,"jeść"
2.95988041664983,0.962372254793973,"kąpać.się"
3.28528331158303,-0.94204333191124,"kłaść.położyć"
3.26047417145421,0.0558325130361466,"kochać"
3.30792710613819,-0.973501374714778,"kopać"
4.19689239537744,-1.30230850239633,"krzyczeć.wołać"
4.39226286340774,-0.191924130655184,"kupić"
2.50517246369928,-2.07493169410732,"lać"
3.36272327727602,-1.51679265250114,"lecieć.latać"
2.2375180008316,0.326365757477985,"świnka"
4.13977725401923,-0.673727670327024,"leżeć"
3.91341911968593,-0.855336434929605,"lubić"
3.42484695917289,-0.169306862115873,"malować"
1.55879100193297,0.655068451414586,"mieć..ma."
4.0752125032393,-2.57973329548392,"mieszkać"
3.02365935730134,-1.41098290585908,"móc..może."
4.15678918293957,-1.32933279898573,"mówić.powiedzieć"
3.5610172153367,-1.75529718872067,"musieć..musi."
2.54320534494349,1.0371043268464,"myć..się."
3.85446654721906,-3.23419171436908,"myśleć"
2.19644389504986,-0.828711574546664,"tygrys"
3.54797136117243,-1.95442427404451,"naprawiać.reperować"
3.5457908460804,-1.85066625494414,"nazywać.się"
3.88948236287944,-1.93963129166424,"nieść.nosić"
4.22655396433574,-1.18736131576876,"obudzić..się."
4.25730154792643,-0.761188292496741,"oglądać.obejrzeć"
3.84752195451525,-2.39600706108328,"opowiadać"
3.90425452075807,-0.877376497191046,"otworzyć"
2.6271844846101,-1.55135980304058,"palić..się."
3.16782992373989,-0.808717066614652,"patrzeć..patrz."
1.9993730324733,1.85206873057729,"pić"
2.11302555840638,-0.639894018714164,"wąż"
2.85609002983629,0.0497810727658452,"pisać"
3.03624808857457,-2.31099009777373,"pluć"
3.68843320942013,0.163295747729902,"płakać"
3.81637144122404,-2.55887354542767,"podobać.się"
4.2571753613888,-1.71540117636761,"pokazać"
4.23432853064677,-1.57496147128081,"pomóc"
3.64102563636953,-3.4387437893253,"pożyczyć"
3.81244071794103,-1.52528488045002,"pracować"
3.32554948052724,-1.19659772102056,"prać"
3.45681062141695,-2.24788554672638,"prasować"
2.56342156754684,-1.22793962088514,"wiewiórka"
3.38517655274946,-0.799421391915137,"prosić"
4.0507192598247,-1.65066193497621,"przyjść"
3.92608852525718,-1.59761781402239,"przykryć"
4.32567832108817,-1.7074540060554,"przynieść"
3.19016108891282,-1.782995673605,"puścić"
3.88178244394953,-0.979739259315291,"robić"
4.32957414174295,-2.17084861177158,"rozmawiać"
3.42720172176402,-0.159012001464834,"rysować"
3.58725069010191,-1.05709270220965,"rzucać"
4.50339099603549,-1.49392742731514,"schować"
1.06699526161765,2.68509256132005,"miau"
2.1934892527268,-0.9056921811135,"wilk"
3.45713084738146,-0.165357010214813,"siedzieć"
3.11153877941195,0.0486479581817861,"skakać"
3.98771113655829,-2.74285283958793,"skończyć"
4.49972352914837,-1.9121243608076,"słyszeć.słuchać"
2.26200688300136,1.77157585571647,"spać"
4.25417504909641,-0.390204144413401,"sprzątać"
3.38683060772367,-0.82592268012161,"stać"
2.90179074925308,-0.832406874838386,"stukać.pukać"
4.44627594133959,-1.04704422848637,"szukać"
3.07635642986021,-2.92437821085231,"szyć"
2.53668577195503,-0.954141436466515,"zając"
3.93783596669864,-0.986425126170363,"śmiać.się"
3.11721700450073,-0.118446128885305,"śpiewać"
2.9678418920205,0.500684839104726,"tańczyć"
4.27979548962514,-1.56409945384572,"trzymać"
4.17578496496749,-0.446682315510211,"ubrać..się."
4.24326058405885,-1.42026252488557,"uciekać"
3.70768303506995,-2.30401139159856,"uczyć.się"
4.02678174511339,-2.06681816945869,"umieć"
2.51858148237106,-0.629743806708079,"upaść.spaść"
3.61707630156063,-0.72557329598981,"usiąść.siadać"
2.8742573865402,-1.57707677354306,"zwierzątko"
3.57111360539716,-1.74271359794322,"uściskać.ukochać"
4.06256398700593,-3.25568331133435,"wiązać"
3.9041191104384,-1.40055015937813,"widzieć.zobaczyć"
4.05458487590405,-2.79208215937178,"wiedzieć"
4.25520021758231,-1.86106055966381,"włożyć.założyć"
3.71554876207773,-1.13110915980154,"wstawać"
4.14570445856745,-1.23665881067609,"wyrzucić"
4.1637248018573,-1.64783167462081,"wytrzeć"
3.83695816461602,-1.57633389630615,"zamiatać"
4.06279169775048,-0.828872982342725,"zamknąć"
2.31454150515531,0.904135122190446,"żaba"
4.0364687460538,-2.0458175281034,"zapiąć"
3.77458033752469,-1.22323497371886,"zaświecić.zapalić"
4.2410293913041,-1.63003252740229,"zdjąć.ściągnąć"
3.90042644694197,-1.06775045082401,"zepsuć"
4.0018852560324,-1.92175526091532,"zgubić"
4.26552747553283,-2.97604169551942,"złamać"
4.82121668695443,-2.4956600000004,"złapać"
4.56141852298482,-1.76620524810133,"zmęczyć.się"
3.70535962658854,-2.94934708293525,"znać"
4.91426760548863,-2.72839262540828,"znaleźć"
2.4716724766639,-0.680175897164862,"żółw"
3.91753986554113,-2.22136558632242,"zostać"
2.27884553919634,-0.282323143787321,".nie..da.się"
1.42219280615496,1.84401977388941,"nie.ma."
2.75804028631932,-0.292303431745427,".nie..można"
2.8393631977192,-1.57963462306164,".nie..trzeba"
2.23666588611188,0.633624898839211,".nie..wolno"
1.7772298041069,3.20035988825721,"tu"
1.58823023212749,2.06161867411392,"tam"
1.898416960919,-1.67849904643433,"tędy"
2.65476886280916,-3.46635637743694,"stąd"
2.47625169810768,-0.661143094323847,"żyrafa"
3.87178529002558,-0.169103683947777,"daleko"
3.69502426960007,-1.57537380791766,"blisko"
3.06373760626409,0.156155023143681,"wysoko"
2.83440547220219,-1.38133355028627,"nisko"
2.91881379766679,0.19514201520251,"na.górę.na.górze"
2.8838075788707,-0.330518561543137,"na.dół.na.dole"
3.11912369096653,-2.05810712692013,"z.tyłu.do.tyłu"
3.2215022968489,-2.37203585489298,"z.przodu.do.przodu"
3.12084075676563,-2.36096553090349,"w.środku"
2.1554446977679,-1.89702387454205,"gdzieś"
2.1372297244164,3.71994113273968,"auto.samochód"
2.35453916437477,-2.13973747434296,"nigdzie"
2.972096159613,-3.19979643126518,"wszędzie"
1.66546345223912,0.522456467665405,"już.już.nie"
2.34137176796436,-0.277339835892514,"jeszcze.jeszcze.nie"
2.57954551717615,-0.223007181055352,"teraz"
2.33153958648812,-1.10252070104697,"zaraz"
2.546026660489,-1.32730928976432,"potem.później"
3.05223969212542,-2.85974599992532,"znowu.znów"
3.07504324485504,-3.56465820343542,"kiedyś"
2.54852385482657,-2.89283236292238,"nigdy"
2.14465614563131,0.460354388842267,"autobus"
3.13887985834004,-3.4490634983873,"zawsze"
2.93345664804633,-3.63403804576806,"czasem"
2.93638537572347,-0.683800085332089,"dzisiaj.dziś"
2.75429742802512,-0.849200602785202,"jutro"
3.047708765155,-2.07888858263087,"wczoraj"
2.82029932300365,-1.03751539071011,"rano"
2.96746785950426,-2.15852687536588,"wieczorem"
2.89782196679069,-0.535307720157668,"noc.w.nocy"
2.99839886196047,-1.06458927771654,"dzień"
2.8090932989726,-2.37352920355118,"godzina"
1.51525165428175,-0.942115250051836,"ciężarówka"
3.4524121357557,1.69545151771031,"dużo"
2.9470923528594,0.805791644639211,"mało"
2.95116299798502,-1.60816874971042,"trochę.troszkę"
1.8751367645214,-1.27538420267047,"tyle"
3.32658488068938,-2.48504963443516,"więcej"
2.29095107995745,0.189671607869872,"jeszcze"
3.40283181977279,-2.24465639150507,"wszystko.wszyscy"
2.1971488060003,-1.21958882167038,"inny"
2.26999201367076,-0.953010546193949,"drugi"
2.92942743012671,-1.57874535005359,"cały"
1.6810730244219,-1.05501617565987,"helikopter"
3.31362072586626,-1.64030850559701,"bardzo"
3.52764582735023,-2.67774299062347,"tylko_miary"
2.01462272883215,0.824305581953338,"sam.sama"
3.2162524704107,-1.66516483766177,"razem"
2.0008492557379,-1.14791712637554,"też"
1.83250891533837,-1.61247648190966,"dosyć.dość"
2.49391979116598,-1.4912956856171,"za..np..za.dużo."
3.13334118047876,-3.61488645151188,"każdy"
2.82932507895297,-4.66586241401832,"niektóry"
2.95222712280914,-3.95215745579974,"żaden"
0.985496630653365,1.55413668276341,"mee.bee"
1.73314686148043,-0.152929733541727,"koparka"
1.61088298945256,2.34598771077247,"ja..mi..mnie."
1.78963373480961,0.826583381218102,"ty..ci..cię."
1.71096631519815,-0.437626057379559,"on..mu..go."
2.03037972748592,-0.988422120810449,"ona..jej..ją."
2.16692998884619,-1.10143961554857,"my..nam..nas."
2.18491157571304,-2.22475994488862,"wy..wam..was."
2.1479781264868,-2.24943226396487,"oni.one..im..ich.je."
2.03462860866742,-2.72931016298505,"się"
2.24104013375631,-3.40062613094597,"sobie"
2.06853243345307,0.936665570589977,"mój"
1.30007994481544,-0.901838447737671,"lokomotywa"
2.45811623363395,-0.934114790749618,"twój"
2.15959832915523,-2.32964632128717,"jego"
2.06093133400808,-2.26470753893915,"jej"
2.44045922661912,-1.8288748016866,"nasz"
2.48728674692101,-3.37592564150109,"wasz"
2.41972624012794,-3.49605479521542,"ich"
2.35272167527471,-3.36886129095089,"swój"
1.49338604149555,2.2853247036957,"to"
2.04272526855672,-1.01072211050569,"coś"
2.31197367095753,-1.75305628188581,"ktoś"
2.25939861413818,0.287798208258594,"motor.motocykl"
1.82558105957918,0.45745883967291,"nic"
